id,Покупательская_активность,Тип_сервиса,Разрешить_сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит,Выручка_позапрошлая,Выручка_прошлая,Выручка_текущая,Активность,"Время_прошлый,мин","Время_текущий,мин"
216186,Прежний уровень,стандарт,да,4.3,4,831,0.21,Мелкая бытовая техника и электроника,5,2,3,7,4697.0,3872.0,3287.0,Активен,11,17
216187,Прежний уровень,премиум,нет,5.9,4,894,0.2,Товары для детей,4,1,2,14,5241.0,4952.0,5332.9,Активен,14,18
216188,Прежний уровень,стандарт,нет,2.6,4,161,0.13,Домашний текстиль,5,4,4,8,5428.0,5170.0,5076.4,Активен,13,15
216189,Прежний уровень,стандарт,да,4.4,4,940,0.21,Домашний текстиль,5,2,7,8,4796.0,4776.5,4889.6,Активен,17,12
216190,Прежний уровень,премиум,да,4.0,4,951,0.33,Домашний текстиль,3,3,8,12,5179.0,4552.0,4138.6,Активен,21,19
216191,Прежний уровень,стандарт,да,5.1,4,177,0.44,Косметика и аксесуары,3,2,2,7,4970.0,5666.0,6399.2,Активен,16,11
216192,Прежний уровень,стандарт,да,3.3,3,641,0.27,Косметика и аксесуары,4,1,1,9,4549.0,5387.5,6244.2,Активен,11,9
216193,Прежний уровень,стандарт,да,3.2,4,191,0.19,Товары для детей,4,4,5,13,5080.0,5440.0,5258.0,Активен,14,7
216194,Прежний уровень,стандарт,да,5.0,4,600,0.15,Товары для детей,4,4,1,11,5110.0,4953.0,4946.5,Активен,16,20
216195,Прежний уровень,стандарт,да,5.8,4,732,0.11,Косметика и аксесуары,5,1,4,9,5392.0,5113.0,5001.2,Активен,11,20
216196,Прежний уровень,стандарт,да,4.1,4,783,0.14,Техника для красоты и здоровья,6,3,2,11,4940.0,5268.0,5113.3,Активен,21,15
216197,Прежний уровень,премиум,да,4.9,5,406,0.25,Кухонная посуда,5,0,6,12,5511.0,5307.0,5260.2,Активен,17,21
216198,Прежний уровень,стандарт,да,4.9,3,987,0.12,Техника для красоты и здоровья,3,2,3,7,5177.0,6113.0,7054.2,Активен,9,15
216199,Прежний уровень,премиум,да,4.3,3,1025,0.2,Домашний текстиль,4,2,8,8,5323.0,5479.0,5744.2,Активен,15,11
216200,Прежний уровень,премиум,да,4.2,3,967,0.28,Мелкая бытовая техника и электроника,4,2,5,15,4417.0,5585.5,6728.2,Активен,15,22
216201,Прежний уровень,стандарт,да,4.9,4,718,0.21,Мелкая бытовая техника и электроника,6,3,4,6,4489.0,4711.0,5033.4,Активен,15,13
216202,Прежний уровень,премиум,да,4.4,4,1004,0.17,Техника для красоты и здоровья,4,1,5,5,4504.0,3313.0,4475.2,Активен,14,21
216203,Прежний уровень,премиум,да,4.0,4,1009,0.3,Товары для детей,3,2,5,11,4519.0,4444.0,4639.0,Активен,18,15
216204,Прежний уровень,стандарт,да,5.2,4,622,0.24,Товары для детей,4,3,5,18,4711.0,4234.0,4777.4,Активен,20,11
216205,Прежний уровень,стандарт,нет,6.3,3,566,0.12,Мелкая бытовая техника и электроника,2,2,2,10,5400.0,6147.0,6924.4,Активен,16,11
216206,Прежний уровень,стандарт,да,4.4,5,747,0.14,Домашний текстиль,3,3,7,13,4881.0,5902.5,6917.8,Активен,17,9
216207,Прежний уровень,стандарт,да,4.1,4,503,0.25,Техника для красоты и здоровья,4,2,1,11,4788.0,4494.0,4369.2,Активен,9,21
216208,Прежний уровень,стандарт,да,3.9,3,827,0.12,Техника для красоты и здоровья,4,1,5,8,5397.0,5145.0,5056.6,Активен,19,20
216209,Прежний уровень,стандарт,нет,4.1,4,169,0.17,Товары для детей,5,0,3,6,4920.0,3815.0,4903.1,Активен,16,18
216210,Прежний уровень,стандарт,да,6.3,5,185,0.3,Кухонная посуда,4,5,5,11,5129.0,4491.5,4069.0,Активен,21,15
216211,Прежний уровень,премиум,да,6.3,3,1030,0.13,Домашний текстиль,4,2,5,9,5083.0,5782.0,6517.8,Активен,14,17
216212,Прежний уровень,стандарт,нет,4.4,3,206,0.29,Товары для детей,4,4,6,12,4831.0,4381.0,4901.0,Активен,12,17
216213,Прежний уровень,стандарт,да,3.3,4,410,0.13,Домашний текстиль,6,2,8,11,4835.0,5118.5,5494.2,Активен,15,16
216214,Прежний уровень,премиум,да,5.5,4,629,0.27,Техника для красоты и здоровья,4,1,6,9,5113.0,4789.0,4638.2,Активен,14,16
216215,Прежний уровень,стандарт,да,3.4,3,603,0.15,Мелкая бытовая техника и электроника,3,0,3,9,4850.0,4788.5,4865.2,Активен,14,14
216216,Прежний уровень,премиум,да,3.9,4,324,0.23,Мелкая бытовая техника и электроника,3,3,5,4,5092.0,5956.0,6834.8,Активен,15,14
216217,Прежний уровень,стандарт,да,5.4,4,866,0.24,Мелкая бытовая техника и электроника,6,2,4,12,4703.0,4091.0,3690.6,Активен,14,14
216218,Прежний уровень,стандарт,да,5.8,4,345,0.12,Техника для красоты и здоровья,5,3,3,9,5317.0,5378.5,5561.8,Активен,7,12
216219,Прежний уровень,премиум,да,4.1,3,784,0.23,Косметика и аксесуары,2,1,6,6,5614.0,5198.5,4968.4,Активен,13,20
216220,Прежний уровень,премиум,да,4.2,5,493,0.13,Косметика и аксесуары,3,2,4,11,4427.0,4709.0,5083.4,Активен,12,16
216221,Прежний уровень,стандарт,да,3.3,5,245,0.3,Домашний текстиль,6,5,2,7,4384.0,5884.0,7314.0,Активен,14,15
216222,Прежний уровень,стандарт,да,4.7,4,451,0.18,Товары для детей,5,4,5,8,4369.0,3597.0,4396.5,Активен,13,12
216223,Прежний уровень,стандарт,да,6.6,5,319,0.21,Техника для красоты и здоровья,5,4,3,11,5307.0,6024.0,6775.4,Активен,11,20
216224,Прежний уровень,стандарт,да,4.3,5,446,0.15,Мелкая бытовая техника и электроника,4,1,5,5,4683.0,4329.0,4152.2,Активен,19,14
216225,Прежний уровень,премиум,да,3.8,5,958,0.14,Товары для детей,5,3,5,10,5475.0,5874.0,5658.2,Активен,12,18
216226,Прежний уровень,стандарт,нет,3.3,5,346,0.29,Домашний текстиль,6,4,4,15,4409.0,4901.0,5457.4,Активен,8,12
216227,Прежний уровень,стандарт,нет,3.3,4,264,0.14,Косметика и аксесуары,4,1,5,12,5471.0,5102.0,4912.2,Активен,12,22
216228,Прежний уровень,стандарт,да,4.0,5,371,0.14,Кухонная посуда,4,1,3,14,5638.0,4919.5,4426.8,Активен,16,18
216229,Прежний уровень,стандарт,да,3.9,3,370,0.21,Товары для детей,2,2,4,12,4684.0,4011.0,4724.7,Активен,16,19
216230,Прежний уровень,стандарт,да,3.5,4,823,0.24,Техника для красоты и здоровья,2,4,2,10,4868.0,5246.0,5703.6,Активен,18,8
216231,Прежний уровень,премиум,да,5.4,3,888,0.13,Техника для красоты и здоровья,3,1,6,11,4821.0,4904.0,4800.0,Активен,15,12
216232,Прежний уровень,стандарт,нет,5.5,4,582,0.21,Косметика и аксесуары,5,1,5,6,4592.0,4071.5,3750.4,Активен,11,19
216233,Прежний уровень,премиум,да,3.9,4,1048,0.21,Техника для красоты и здоровья,3,0,6,14,4553.0,4325.0,4257.4,Активен,15,17
216234,Прежний уровень,стандарт,да,3.6,3,490,0.13,Товары для детей,6,3,5,14,4339.0,3954.0,4418.1,Активен,17,15
216235,Прежний уровень,премиум,нет,4.2,4,978,0.11,Кухонная посуда,2,0,2,5,5176.0,4480.0,4006.8,Активен,18,15
216236,Прежний уровень,стандарт,да,5.8,5,602,0.17,Товары для детей,5,3,3,12,5267.0,5015.0,5363.4,Активен,14,10
216237,Прежний уровень,стандарт,да,4.1,4,551,0.21,Мелкая бытовая техника и электроника,4,1,4,10,4607.0,4839.5,5171.0,Активен,17,13
216238,Прежний уровень,стандарт,да,4.0,4,693,0.27,Кухонная посуда,3,0,5,4,4894.0,5042.5,5301.2,Активен,18,16
216239,Прежний уровень,стандарт,да,3.9,5,154,0.17,Кухонная посуда,5,1,5,7,4484.0,4440.5,4532.8,Активен,18,14
216240,Прежний уровень,стандарт,да,5.2,4,202,0.11,Мелкая бытовая техника и электроника,3,2,0,10,5637.0,5226.0,4999.8,Активен,22,15
216241,Прежний уровень,премиум,да,6.1,3,668,0.17,Домашний текстиль,6,4,4,14,5014.0,5159.5,5415.6,Активен,10,11
216242,Прежний уровень,стандарт,нет,4.9,5,1028,0.27,Техника для красоты и здоровья,2,2,6,8,4401.0,3851.0,4458.1,Активен,13,14
216243,Прежний уровень,стандарт,да,3.3,5,812,0.11,Косметика и аксесуары,4,1,8,5,5485.0,4438.0,3660.6,Активен,12,19
216244,Прежний уровень,премиум,нет,4.2,3,452,0.25,Косметика и аксесуары,4,2,4,10,5047.0,4573.0,4292.2,Активен,12,16
216245,Прежний уровень,премиум,да,3.8,3,992,0.24,Кухонная посуда,2,1,8,15,4532.0,5319.5,6132.0,Активен,18,14
216246,Прежний уровень,стандарт,нет,6.3,5,418,0.3,Товары для детей,5,2,3,13,4779.0,4650.0,4891.8,Активен,14,12
216247,Прежний уровень,стандарт,да,5.4,5,149,0.24,Товары для детей,5,3,2,12,5268.0,5665.0,5450.5,Активен,17,16
216248,Прежний уровень,премиум,да,3.5,4,935,0.24,Товары для детей,4,5,6,15,4892.0,5553.0,5109.7,Активен,12,18
216249,Прежний уровень,премиум,нет,4.0,3,668,0.13,Товары для детей,5,1,2,9,4527.0,5014.0,4721.5,Активен,19,16
216250,Прежний уровень,стандарт,да,4.4,5,869,0.13,Кухонная посуда,5,1,8,16,4377.0,5068.5,5797.8,Активен,19,15
216251,Прежний уровень,стандарт,да,4.0,4,320,0.24,Мелкая бытовая техника и электроника,5,4,3,8,4645.0,4565.5,4626.6,Активен,10,9
216252,Прежний уровень,премиум,да,4.3,3,1036,0.17,Товары для детей,4,2,2,4,4536.0,3962.0,4589.9,Активен,11,16
216253,Прежний уровень,стандарт,да,4.2,3,930,0.21,Техника для красоты и здоровья,5,1,4,4,4959.0,5236.0,5125.5,Активен,14,13
216254,Прежний уровень,премиум,да,4.4,4,1041,0.34,Кухонная посуда,4,1,3,5,4941.0,6015.0,7075.8,Активен,15,16
216255,Прежний уровень,стандарт,нет,6.6,3,274,0.15,Домашний текстиль,5,0,4,9,4746.0,5107.5,5550.8,Активен,22,14
216256,Прежний уровень,стандарт,да,4.0,3,698,0.23,Домашний текстиль,6,5,1,11,4445.0,4535.0,4743.0,Активен,13,9
216257,Прежний уровень,стандарт,да,3.7,4,476,0.18,Товары для детей,4,1,5,8,5453.0,5398.0,5576.1,Активен,19,11
216258,Прежний уровень,стандарт,нет,4.7,3,334,0.17,Косметика и аксесуары,3,2,4,9,5337.0,5286.0,5371.8,Активен,13,15
216259,Прежний уровень,премиум,да,4.7,5,150,0.14,Товары для детей,3,1,5,20,5077.0,4248.0,5096.9,Активен,15,9
216260,Прежний уровень,стандарт,нет,4.9,4,617,0.15,Товары для детей,3,2,6,7,4493.0,3598.0,4504.1,Активен,21,18
216261,Прежний уровень,стандарт,да,4.1,5,591,0.21,Кухонная посуда,3,0,7,4,4624.0,5327.5,6067.2,Активен,15,18
216262,Прежний уровень,стандарт,да,5.3,4,253,0.27,Косметика и аксесуары,2,2,7,10,4681.0,4960.0,5331.8,Активен,15,15
